""	"x"
"4774"	"D"
"4775"	"D"
"4776"	"A"
"4777"	"F"
"4778"	"A"
"4779"	"B"
"4780"	"E"
"4781"	"E"
"4782"	"F"
"4783"	"B"
"4784"	"B"
"4785"	"B"
"4786"	"F"
"4787"	"D"
"4788"	"C"
"4789"	"A"
"4790"	"C"
"4791"	"A"
"4792"	"B"
"4793"	"B"
"4794"	"C"
"4795"	"B"
"4796"	"B"
"4797"	"A"
"4798"	"B"
"4799"	"B"
"4800"	"F"
"4801"	"D"
"4802"	"B"
"4803"	"F"
"4804"	"B"
"4805"	"E"
"4806"	"A"
"4807"	"B"
"4808"	"B"
"4809"	"C"
"4810"	"B"
"4811"	"A"
"4812"	"B"
"4813"	"B"
"4814"	"C"
"4815"	"B"
"4816"	"F"
"4817"	"B"
"4818"	"A"
"4819"	"A"
"4820"	"B"
"4821"	"F"
"4822"	"B"
"4823"	"C"
"4824"	"F"
"4825"	"F"
"4826"	"B"
"4827"	"C"
"4828"	"A"
"4829"	"D"
"4830"	"C"
"4831"	"F"
"4832"	"D"
"4833"	"E"
"4834"	"E"
"4835"	"B"
"4836"	"B"
"4837"	"B"
"4838"	"F"
"4839"	"E"
"4840"	"B"
"4841"	"B"
"4842"	"A"
"4843"	"A"
"4844"	"A"
"4845"	"F"
"4846"	"A"
"4847"	"E"
"4848"	"B"
"4849"	"D"
"4850"	"B"
"4851"	"A"
"4852"	"B"
"4853"	"F"
"4854"	"C"
"4855"	"E"
"4856"	"B"
"4857"	"E"
"4858"	"B"
"4859"	"B"
"4860"	"F"
"4861"	"B"
"4862"	"B"
"4863"	"B"
"4864"	"B"
"4865"	"B"
"4866"	"B"
"4867"	"B"
"4868"	"B"
"4869"	"B"
"4870"	"B"
"4871"	"D"
"4872"	"F"
"4873"	"B"
"4874"	"E"
"4875"	"D"
"4876"	"A"
"4877"	"D"
"4878"	"B"
"4879"	"B"
"4880"	"D"
"4881"	"B"
"4882"	"C"
"4883"	"A"
"4884"	"C"
"4885"	"F"
"4886"	"D"
"4887"	"B"
"4888"	"B"
"4889"	"C"
"4890"	"A"
"4891"	"A"
"4892"	"B"
"4893"	"C"
"4894"	"D"
"4895"	"C"
"4896"	"F"
"4897"	"A"
"4898"	"A"
"4899"	"D"
"4900"	"D"
"4901"	"B"
"4902"	"B"
"4903"	"B"
"4904"	"D"
"4905"	"B"
"4906"	"A"
"4907"	"B"
"4908"	"C"
"4909"	"D"
"4910"	"B"
"4911"	"D"
"4912"	"B"
"4913"	"C"
"4914"	"B"
"4915"	"B"
"4916"	"E"
"4917"	"B"
"4918"	"B"
"4919"	"A"
"4920"	"A"
"4921"	"B"
"4922"	"B"
"4923"	"F"
"4924"	"B"
"4925"	"B"
"4926"	"B"
"4927"	"D"
"4928"	"E"
"4929"	"B"
"4930"	"A"
"4931"	"E"
"4932"	"A"
"4933"	"A"
"4934"	"B"
"4935"	"B"
"4936"	"B"
"4937"	"B"
"4938"	"A"
"4939"	"B"
"4940"	"C"
"4941"	"A"
"4942"	"E"
"4943"	"B"
"4944"	"B"
"4945"	"B"
"4946"	"B"
"4947"	"A"
"4948"	"F"
"4949"	"D"
"4950"	"A"
"4951"	"F"
"4952"	"A"
"4953"	"B"
"4954"	"A"
"4955"	"E"
"4956"	"B"
"4957"	"B"
"4958"	"A"
"4959"	"C"
"4960"	"F"
"4961"	"B"
"4962"	"E"
"4963"	"A"
"4964"	"A"
"4965"	"F"
"4966"	"D"
"4967"	"B"
"4968"	"F"
"4969"	"F"
"4970"	"A"
"4971"	"D"
"4972"	"A"
"4973"	"A"
"4974"	"B"
"4975"	"B"
"4976"	"C"
"4977"	"B"
"4978"	"A"
"4979"	"E"
"4980"	"B"
"4981"	"E"
"4982"	"C"
"4983"	"B"
"4984"	"B"
"4985"	"A"
"4986"	"A"
"4987"	"B"
"4988"	"A"
"4989"	"B"
"4990"	"B"
"4991"	"B"
"4992"	"A"
"4993"	"A"
"4994"	"D"
"4995"	"C"
"4996"	"B"
"4997"	"D"
"4998"	"E"
"4999"	"A"
"5000"	"E"
"5001"	"B"
"5002"	"F"
"5003"	"F"
"5004"	"F"
"5005"	"D"
"5006"	"B"
"5007"	"B"
"5008"	"B"
"5009"	"D"
"5010"	"B"
"5011"	"A"
"5012"	"F"
"5013"	"E"
"5014"	"C"
"5015"	"B"
"5016"	"E"
"5017"	"A"
"5018"	"B"
"5019"	"F"
"5020"	"B"
"5021"	"F"
"5022"	"B"
"5023"	"A"
"5024"	"A"
"5025"	"B"
"5026"	"B"
"5027"	"E"
"5028"	"D"
"5029"	"B"
"5030"	"B"
"5031"	"B"
"5032"	"A"
"5033"	"A"
"5034"	"C"
"5035"	"E"
"5036"	"A"
"5037"	"B"
"5038"	"B"
"5039"	"E"
"5040"	"D"
"5041"	"A"
"5042"	"B"
"5043"	"F"
"5044"	"F"
"5045"	"F"
"5046"	"B"
"5047"	"B"
"5048"	"B"
"5049"	"B"
"5050"	"B"
"5051"	"E"
"5052"	"B"
"5053"	"B"
"5054"	"E"
"5055"	"E"
"5056"	"B"
"5057"	"A"
"5058"	"B"
"5059"	"E"
"5060"	"A"
"5061"	"F"
"5062"	"C"
"5063"	"B"
"5064"	"A"
"5065"	"E"
"5066"	"B"
"5067"	"D"
"5068"	"C"
"5069"	"B"
"5070"	"A"
"5071"	"D"
"5072"	"F"
"5073"	"A"
"5074"	"D"
"5075"	"C"
"5076"	"C"
"5077"	"E"
"5078"	"A"
"5079"	"A"
"5080"	"A"
"5081"	"F"
"5082"	"A"
"5083"	"B"
"5084"	"C"
"5085"	"E"
"5086"	"B"
"5087"	"B"
"5088"	"B"
"5089"	"F"
"5090"	"C"
"5091"	"B"
"5092"	"E"
"5093"	"D"
"5094"	"B"
"5095"	"B"
"5096"	"B"
"5097"	"F"
"5098"	"A"
"5099"	"B"
"5100"	"E"
"5101"	"A"
"5102"	"B"
"5103"	"A"
"5104"	"B"
"5105"	"B"
"5106"	"B"
"5107"	"B"
"5108"	"E"
"5109"	"B"
"5110"	"E"
"5111"	"F"
"5112"	"A"
"5113"	"E"
"5114"	"A"
"5115"	"B"
"5116"	"F"
"5117"	"B"
"5118"	"A"
"5119"	"F"
"5120"	"E"
"5121"	"A"
"5122"	"B"
"5123"	"B"
"5124"	"E"
"5125"	"B"
"5126"	"B"
"5127"	"F"
"5128"	"B"
"5129"	"C"
"5130"	"B"
"5131"	"D"
"5132"	"B"
"5133"	"D"
"5134"	"F"
"5135"	"F"
"5136"	"F"
"5137"	"D"
"5138"	"F"
"5139"	"B"
"5140"	"F"
"5141"	"A"
"5142"	"B"
"5143"	"B"
"5144"	"F"
"5145"	"C"
"5146"	"E"
"5147"	"F"
"5148"	"B"
"5149"	"A"
"5150"	"B"
"5151"	"B"
"5152"	"F"
"5153"	"D"
"5154"	"B"
"5155"	"D"
"5156"	"A"
"5157"	"A"
"5158"	"B"
"5159"	"F"
"5160"	"D"
"5161"	"B"
"5162"	"B"
"5163"	"F"
"5164"	"F"
"5165"	"D"
"5166"	"B"
"5167"	"D"
"5168"	"D"
"5169"	"F"
"5170"	"B"
"5171"	"A"
"5172"	"A"
"5173"	"F"
"5174"	"F"
"5175"	"D"
"5176"	"B"
"5177"	"B"
"5178"	"B"
"5179"	"B"
"5180"	"A"
"5181"	"A"
"5182"	"D"
"5183"	"B"
"5184"	"B"
"5185"	"F"
"5186"	"F"
"5187"	"A"
"5188"	"F"
"5189"	"C"
"5190"	"C"
"5191"	"B"
"5192"	"B"
"5193"	"F"
"5194"	"B"
"5195"	"B"
"5196"	"E"
"5197"	"C"
"5198"	"F"
"5199"	"F"
"5200"	"B"
"5201"	"B"
"5202"	"A"
"5203"	"D"
"5204"	"A"
"5205"	"D"
"5206"	"A"
"5207"	"B"
"5208"	"A"
"5209"	"B"
"5210"	"A"
"5211"	"E"
"5212"	"B"
"5213"	"C"
"5214"	"C"
"5215"	"F"
"5216"	"F"
"5217"	"B"
"5218"	"E"
"5219"	"B"
"5220"	"A"
"5221"	"F"
"5222"	"F"
"5223"	"A"
"5224"	"C"
"5225"	"A"
"5226"	"B"
"5227"	"B"
"5228"	"F"
"5229"	"B"
"5230"	"F"
"5231"	"F"
"5232"	"B"
"5233"	"E"
"5234"	"B"
"5235"	"B"
"5236"	"B"
"5237"	"C"
"5238"	"D"
"5239"	"C"
"5240"	"B"
"5241"	"B"
"5242"	"B"
"5243"	"B"
"5244"	"B"
"5245"	"A"
"5246"	"B"
"5247"	"B"
"5248"	"F"
"5249"	"D"
"5250"	"E"
"5251"	"B"
"5252"	"B"
"5253"	"B"
"5254"	"A"
"5255"	"F"
"5256"	"A"
"5257"	"A"
"5258"	"A"
"5259"	"D"
"5260"	"D"
"5261"	"B"
"5262"	"A"
"5263"	"B"
"5264"	"C"
"5265"	"F"
"5266"	"B"
"5267"	"C"
"5268"	"F"
"5269"	"B"
"5270"	"B"
"5271"	"E"
"5272"	"D"
"5273"	"D"
"5274"	"F"
"5275"	"D"
"5276"	"E"
"5277"	"A"
"5278"	"C"
"5279"	"D"
"5280"	"B"
"5281"	"D"
"5282"	"B"
"5283"	"B"
"5284"	"F"
"5285"	"F"
"5286"	"A"
"5287"	"F"
"5288"	"D"
"5289"	"B"
"5290"	"F"
"5291"	"B"
"5292"	"D"
"5293"	"A"
"5294"	"B"
"5295"	"D"
"5296"	"B"
"5297"	"F"
"5298"	"F"
"5299"	"A"
"5300"	"B"
"5301"	"B"
"5302"	"B"
"5303"	"A"
"5304"	"A"
"5305"	"E"
"5306"	"B"
"5307"	"B"
"5308"	"B"
"5309"	"B"
"5310"	"C"
"5311"	"F"
"5312"	"C"
"5313"	"D"
"5314"	"A"
"5315"	"F"
"5316"	"A"
"5317"	"A"
"5318"	"F"
"5319"	"B"
"5320"	"D"
"5321"	"B"
"5322"	"B"
"5323"	"F"
"5324"	"A"
"5325"	"C"
"5326"	"B"
"5327"	"B"
"5328"	"F"
"5329"	"B"
"5330"	"D"
"5331"	"D"
"5332"	"A"
"5333"	"A"
"5334"	"A"
"5335"	"B"
"5336"	"E"
"5337"	"F"
"5338"	"A"
"5339"	"A"
"5340"	"A"
"5341"	"B"
"5342"	"C"
"5343"	"B"
"5344"	"B"
"5345"	"E"
"5346"	"A"
"5347"	"F"
"5348"	"E"
"5349"	"F"
"5350"	"A"
"5351"	"F"
"5352"	"A"
"5353"	"C"
"5354"	"A"
"5355"	"B"
"5356"	"D"
"5357"	"B"
"5358"	"D"
"5359"	"B"
"5360"	"B"
"5361"	"B"
"5362"	"A"
"5363"	"D"
"5364"	"F"
"5365"	"B"
"5366"	"A"
"5367"	"B"
"5368"	"C"
"5369"	"B"
"5370"	"B"
"5371"	"B"
"5372"	"B"
"5373"	"F"
"5374"	"B"
"5375"	"B"
"5376"	"C"
"5377"	"B"
"5378"	"B"
"5379"	"A"
"5380"	"C"
"5381"	"E"
"5382"	"B"
"5383"	"B"
"5384"	"B"
"5385"	"A"
"5386"	"A"
"5387"	"D"
"5388"	"E"
"5389"	"A"
"5390"	"E"
"5391"	"E"
"5392"	"A"
"5393"	"B"
"5394"	"E"
"5395"	"A"
"5396"	"E"
"5397"	"C"
"5398"	"B"
"5399"	"B"
"5400"	"A"
"5401"	"B"
"5402"	"E"
"5403"	"B"
"5404"	"F"
"5405"	"B"
"5406"	"B"
"5407"	"B"
"5408"	"A"
"5409"	"C"
"5410"	"B"
"5411"	"D"
"5412"	"D"
"5413"	"C"
"5414"	"F"
"5415"	"B"
"5416"	"B"
"5417"	"F"
"5418"	"E"
"5419"	"C"
"5420"	"A"
"5421"	"B"
"5422"	"A"
"5423"	"B"
"5424"	"D"
"5425"	"D"
"5426"	"B"
"5427"	"D"
"5428"	"B"
"5429"	"B"
"5430"	"B"
"5431"	"D"
"5432"	"F"
"5433"	"B"
"5434"	"B"
"5435"	"B"
"5436"	"A"
"5437"	"F"
"5438"	"C"
"5439"	"E"
"5440"	"E"
"5441"	"A"
"5442"	"A"
"5443"	"A"
"5444"	"A"
"5445"	"C"
"5446"	"B"
"5447"	"B"
"5448"	"E"
"5449"	"F"
"5450"	"A"
"5451"	"C"
"5452"	"E"
"5453"	"F"
"5454"	"A"
"5455"	"A"
"5456"	"B"
"5457"	"A"
"5458"	"E"
"5459"	"D"
"5460"	"B"
"5461"	"A"
"5462"	"B"
"5463"	"F"
"5464"	"B"
"5465"	"B"
"5466"	"A"
"5467"	"E"
"5468"	"B"
"5469"	"B"
"5470"	"D"
"5471"	"C"
"5472"	"C"
"5473"	"C"
"5474"	"B"
"5475"	"D"
"5476"	"F"
"5477"	"A"
"5478"	"E"
"5479"	"B"
"5480"	"B"
"5481"	"A"
"5482"	"D"
"5483"	"E"
"5484"	"C"
"5485"	"A"
"5486"	"B"
"5487"	"B"
"5488"	"A"
"5489"	"A"
"5490"	"A"
"5491"	"B"
"5492"	"B"
"5493"	"A"
"5494"	"A"
"5495"	"F"
"5496"	"B"
"5497"	"A"
"5498"	"B"
"5499"	"E"
"5500"	"B"
"5501"	"F"
"5502"	"D"
"5503"	"D"
"5504"	"D"
"5505"	"E"
"5506"	"B"
"5507"	"B"
"5508"	"C"
"5509"	"D"
"5510"	"A"
"5511"	"B"
"5512"	"E"
"5513"	"A"
"5514"	"B"
"5515"	"A"
"5516"	"A"
"5517"	"A"
"5518"	"B"
"5519"	"C"
"5520"	"B"
"5521"	"B"
"5522"	"D"
"5523"	"B"
"5524"	"F"
"5525"	"F"
"5526"	"F"
"5527"	"B"
"5528"	"B"
"5529"	"E"
"5530"	"C"
"5531"	"A"
"5532"	"F"
"5533"	"B"
"5534"	"F"
"5535"	"B"
"5536"	"B"
"5537"	"A"
"5538"	"C"
"5539"	"E"
"5540"	"E"
"5541"	"A"
"5542"	"F"
"5543"	"B"
"5544"	"E"
"5545"	"B"
"5546"	"C"
"5547"	"A"
"5548"	"C"
"5549"	"B"
"5550"	"B"
"5551"	"B"
"5552"	"C"
"5553"	"A"
"5554"	"A"
"5555"	"B"
"5556"	"B"
"5557"	"B"
"5558"	"A"
"5559"	"C"
"5560"	"D"
"5561"	"D"
"5562"	"A"
"5563"	"A"
"5564"	"B"
"5565"	"D"
"5566"	"F"
"5567"	"B"
"5568"	"B"
"5569"	"A"
"5570"	"E"
"5571"	"A"
"5572"	"D"
"5573"	"E"
"5574"	"A"
"5575"	"D"
"5576"	"E"
"5577"	"B"
"5578"	"C"
"5579"	"E"
"5580"	"B"
"5581"	"B"
"5582"	"E"
"5583"	"D"
"5584"	"D"
"5585"	"D"
"5586"	"C"
"5587"	"B"
"5588"	"B"
"5589"	"B"
"5590"	"B"
"5591"	"F"
"5592"	"F"
"5593"	"C"
"5594"	"F"
"5595"	"F"
"5596"	"C"
"5597"	"A"
"5598"	"B"
"5599"	"B"
"5600"	"F"
"5601"	"C"
"5602"	"E"
"5603"	"C"
"5604"	"F"
"5605"	"A"
"5606"	"B"
"5607"	"D"
"5608"	"B"
"5609"	"B"
"5610"	"F"
"5611"	"B"
"5612"	"A"
"5613"	"B"
"5614"	"A"
"5615"	"A"
"5616"	"B"
"5617"	"A"
"5618"	"B"
"5619"	"F"
"5620"	"B"
"5621"	"D"
"5622"	"A"
"5623"	"A"
"5624"	"A"
"5625"	"A"
"5626"	"B"
"5627"	"F"
"5628"	"B"
"5629"	"F"
"5630"	"E"
"5631"	"B"
"5632"	"F"
"5633"	"B"
"5634"	"A"
"5635"	"F"
"5636"	"B"
"5637"	"C"
"5638"	"B"
"5639"	"A"
"5640"	"A"
"5641"	"A"
"5642"	"A"
"5643"	"A"
"5644"	"F"
"5645"	"E"
"5646"	"B"
"5647"	"F"
"5648"	"D"
"5649"	"B"
"5650"	"B"
"5651"	"F"
"5652"	"D"
"5653"	"A"
"5654"	"B"
"5655"	"C"
"5656"	"B"
"5657"	"B"
"5658"	"B"
"5659"	"B"
"5660"	"C"
"5661"	"B"
"5662"	"E"
"5663"	"A"
"5664"	"A"
"5665"	"E"
"5666"	"B"
"5667"	"B"
"5668"	"B"
"5669"	"F"
"5670"	"B"
"5671"	"D"
"5672"	"E"
"5673"	"B"
"5674"	"B"
"5675"	"F"
"5676"	"D"
"5677"	"F"
"5678"	"A"
"5679"	"B"
"5680"	"B"
"5681"	"F"
"5682"	"A"
"5683"	"D"
"5684"	"A"
"5685"	"D"
"5686"	"A"
"5687"	"C"
"5688"	"D"
"5689"	"F"
"5690"	"A"
"5691"	"B"
"5692"	"E"
"5693"	"A"
"5694"	"D"
"5695"	"E"
"5696"	"A"
"5697"	"B"
"5698"	"A"
"5699"	"C"
"5700"	"E"
"5701"	"E"
"5702"	"A"
"5703"	"A"
"5704"	"B"
"5705"	"B"
"5706"	"A"
"5707"	"C"
"5708"	"B"
"5709"	"A"
"5710"	"E"
"5711"	"B"
"5712"	"F"
"5713"	"F"
"5714"	"B"
"5715"	"B"
"5716"	"F"
"5717"	"F"
"5718"	"B"
"5719"	"F"
"5720"	"B"
"5721"	"B"
"5722"	"A"
"5723"	"D"
"5724"	"F"
"5725"	"A"
"5726"	"A"
"5727"	"B"
"5728"	"F"
"5729"	"D"
"5730"	"D"
"5731"	"E"
"5732"	"C"
"5733"	"C"
"5734"	"A"
"5735"	"C"
"5736"	"B"
"5737"	"E"
"5738"	"A"
"5739"	"C"
"5740"	"B"
"5741"	"E"
"5742"	"A"
"5743"	"B"
"5744"	"E"
"5745"	"D"
"5746"	"F"
"5747"	"C"
"5748"	"B"
"5749"	"E"
"5750"	"F"
"5751"	"A"
"5752"	"B"
"5753"	"C"
"5754"	"D"
"5755"	"A"
"5756"	"B"
"5757"	"F"
"5758"	"C"
"5759"	"C"
"5760"	"B"
"5761"	"A"
"5762"	"B"
"5763"	"D"
"5764"	"B"
"5765"	"D"
"5766"	"E"
"5767"	"E"
"5768"	"B"
"5769"	"C"
"5770"	"D"
"5771"	"A"
"5772"	"E"
"5773"	"F"
"5774"	"A"
"5775"	"B"
"5776"	"A"
"5777"	"C"
"5778"	"D"
"5779"	"D"
"5780"	"B"
"5781"	"A"
"5782"	"A"
"5783"	"C"
"5784"	"B"
"5785"	"B"
"5786"	"B"
"5787"	"D"
"5788"	"F"
"5789"	"D"
"5790"	"E"
"5791"	"B"
"5792"	"E"
"5793"	"B"
"5794"	"A"
"5795"	"B"
"5796"	"F"
"5797"	"B"
"5798"	"B"
"5799"	"B"
"5800"	"C"
"5801"	"A"
"5802"	"A"
"5803"	"C"
"5804"	"E"
"5805"	"F"
"5806"	"F"
"5807"	"B"
"5808"	"E"
"5809"	"A"
"5810"	"A"
"5811"	"E"
"5812"	"B"
"5813"	"E"
"5814"	"E"
"5815"	"F"
"5816"	"B"
"5817"	"C"
"5818"	"E"
"5819"	"A"
"5820"	"B"
"5821"	"B"
"5822"	"B"
"5823"	"E"
"5824"	"B"
"5825"	"B"
"5826"	"B"
"5827"	"A"
"5828"	"B"
"5829"	"C"
"5830"	"B"
"5831"	"B"
"5832"	"B"
"5833"	"D"
"5834"	"A"
"5835"	"B"
"5836"	"A"
"5837"	"B"
"5838"	"B"
"5839"	"B"
"5840"	"E"
"5841"	"F"
"5842"	"C"
"5843"	"B"
"5844"	"B"
"5845"	"B"
"5846"	"B"
"5847"	"B"
"5848"	"B"
"5849"	"B"
"5850"	"C"
"5851"	"A"
"5852"	"D"
"5853"	"B"
"5854"	"D"
"5855"	"B"
"5856"	"A"
"5857"	"B"
"5858"	"A"
"5859"	"A"
"5860"	"F"
"5861"	"B"
"5862"	"B"
"5863"	"A"
"5864"	"D"
"5865"	"B"
"5866"	"E"
"5867"	"F"
"5868"	"C"
"5869"	"E"
"5870"	"C"
"5871"	"B"
"5872"	"E"
"5873"	"E"
"5874"	"A"
"5875"	"C"
"5876"	"B"
"5877"	"E"
"5878"	"B"
"5879"	"B"
"5880"	"B"
"5881"	"D"
"5882"	"B"
"5883"	"B"
"5884"	"A"
"5885"	"A"
"5886"	"A"
"5887"	"D"
"5888"	"A"
"5889"	"F"
"5890"	"A"
"5891"	"A"
"5892"	"B"
"5893"	"B"
"5894"	"B"
"5895"	"D"
"5896"	"E"
"5897"	"B"
"5898"	"B"
"5899"	"C"
"5900"	"A"
"5901"	"D"
"5902"	"A"
"5903"	"A"
"5904"	"A"
"5905"	"B"
"5906"	"B"
"5907"	"F"
"5908"	"E"
"5909"	"F"
"5910"	"D"
"5911"	"E"
"5912"	"B"
"5913"	"B"
"5914"	"A"
"5915"	"B"
"5916"	"B"
"5917"	"B"
"5918"	"E"
"5919"	"D"
"5920"	"B"
"5921"	"A"
"5922"	"B"
"5923"	"A"
"5924"	"B"
"5925"	"E"
"5926"	"F"
"5927"	"B"
"5928"	"B"
"5929"	"C"
"5930"	"B"
"5931"	"C"
"5932"	"B"
"5933"	"E"
"5934"	"B"
"5935"	"B"
"5936"	"B"
"5937"	"B"
"5938"	"F"
"5939"	"D"
"5940"	"B"
"5941"	"A"
"5942"	"E"
"5943"	"C"
"5944"	"D"
"5945"	"C"
"5946"	"A"
"5947"	"A"
"5948"	"A"
"5949"	"B"
"5950"	"C"
"5951"	"B"
"5952"	"B"
"5953"	"E"
"5954"	"B"
"5955"	"B"
"5956"	"E"
"5957"	"F"
"5958"	"D"
"5959"	"D"
"5960"	"A"
"5961"	"A"
"5962"	"D"
"5963"	"E"
"5964"	"D"
"5965"	"C"
"5966"	"A"
"5967"	"B"
"5968"	"B"
"5969"	"C"
"5970"	"A"
"5971"	"C"
"5972"	"E"
"5973"	"B"
"5974"	"B"
"5975"	"B"
"5976"	"A"
"5977"	"D"
"5978"	"B"
"5979"	"B"
"5980"	"A"
"5981"	"B"
"5982"	"C"
"5983"	"F"
"5984"	"B"
"5985"	"D"
"5986"	"A"
"5987"	"B"
"5988"	"D"
"5989"	"C"
"5990"	"E"
"5991"	"B"
"5992"	"F"
"5993"	"C"
"5994"	"F"
"5995"	"A"
"5996"	"A"
"5997"	"E"
"5998"	"F"
"5999"	"A"
"6000"	"B"
"6001"	"C"
"6002"	"E"
"6003"	"F"
"6004"	"F"
"6005"	"F"
"6006"	"A"
"6007"	"B"
"6008"	"B"
"6009"	"E"
"6010"	"C"
"6011"	"A"
"6012"	"B"
"6013"	"A"
"6014"	"A"
"6015"	"E"
"6016"	"C"
"6017"	"C"
"6018"	"F"
"6019"	"F"
"6020"	"C"
"6021"	"E"
"6022"	"C"
"6023"	"E"
"6024"	"B"
"6025"	"F"
"6026"	"B"
"6027"	"A"
"6028"	"A"
"6029"	"F"
"6030"	"F"
"6031"	"B"
"6032"	"B"
"6033"	"A"
"6034"	"E"
"6035"	"F"
"6036"	"B"
"6037"	"C"
"6038"	"B"
"6039"	"A"
"6040"	"B"
"6041"	"A"
"6042"	"E"
"6043"	"F"
"6044"	"F"
"6045"	"B"
"6046"	"D"
"6047"	"C"
"6048"	"C"
"6049"	"A"
"6050"	"A"
"6051"	"B"
"6052"	"B"
"6053"	"F"
"6054"	"D"
"6055"	"E"
"6056"	"A"
"6057"	"B"
"6058"	"F"
"6059"	"A"
"6060"	"F"
"6061"	"B"
"6062"	"B"
"6063"	"B"
"6064"	"F"
"6065"	"B"
"6066"	"B"
"6067"	"E"
"6068"	"F"
"6069"	"C"
"6070"	"B"
"6071"	"B"
"6072"	"B"
"6073"	"A"
"6074"	"E"
"6075"	"C"
"6076"	"B"
"6077"	"F"
"6078"	"F"
"6079"	"B"
"6080"	"C"
"6081"	"C"
"6082"	"F"
"6083"	"A"
"6084"	"A"
"6085"	"A"
"6086"	"F"
"6087"	"B"
"6088"	"E"
"6089"	"F"
"6090"	"E"
"6091"	"B"
"6092"	"A"
"6093"	"A"
"6094"	"A"
"6095"	"B"
"6096"	"B"
"6097"	"E"
"6098"	"B"
"6099"	"B"
"6100"	"C"
"6101"	"B"
"6102"	"B"
"6103"	"C"
"6104"	"B"
"6105"	"C"
"6106"	"B"
"6107"	"B"
"6108"	"B"
"6109"	"B"
"6110"	"B"
"6111"	"B"
"6112"	"F"
"6113"	"D"
"6114"	"F"
"6115"	"B"
"6116"	"F"
"6117"	"E"
"6118"	"B"
"6119"	"B"
"6120"	"B"
"6121"	"D"
"6122"	"D"
"6123"	"B"
"6124"	"B"
"6125"	"B"
"6126"	"D"
"6127"	"A"
"6128"	"A"
"6129"	"D"
"6130"	"B"
"6131"	"A"
"6132"	"B"
"6133"	"E"
"6134"	"B"
"6135"	"F"
"6136"	"D"
"6137"	"C"
"6138"	"F"
"6139"	"B"
"6140"	"B"
"6141"	"E"
"6142"	"A"
"6143"	"B"
"6144"	"C"
"6145"	"B"
"6146"	"B"
"6147"	"B"
"6148"	"B"
"6149"	"D"
"6150"	"D"
"6151"	"C"
"6152"	"B"
"6153"	"A"
"6154"	"B"
"6155"	"B"
"6156"	"F"
"6157"	"C"
"6158"	"B"
"6159"	"B"
"6160"	"C"
"6161"	"E"
"6162"	"B"
"6163"	"F"
"6164"	"F"
"6165"	"B"
"6166"	"E"
"6167"	"D"
"6168"	"C"
"6169"	"B"
"6170"	"E"
"6171"	"D"
"6172"	"F"
"6173"	"A"
"6174"	"B"
"6175"	"B"
"6176"	"A"
"6177"	"A"
"6178"	"C"
"6179"	"C"
"6180"	"E"
"6181"	"E"
"6182"	"A"
"6183"	"A"
"6184"	"C"
"6185"	"B"
"6186"	"E"
"6187"	"E"
"6188"	"F"
"6189"	"D"
"6190"	"B"
"6191"	"B"
"6192"	"B"
"6193"	"B"
"6194"	"B"
"6195"	"A"
"6196"	"F"
"6197"	"A"
"6198"	"F"
"6199"	"A"
"6200"	"C"
"6201"	"B"
"6202"	"F"
"6203"	"A"
"6204"	"B"
"6205"	"E"
"6206"	"F"
"6207"	"D"
"6208"	"D"
"6209"	"B"
"6210"	"E"
"6211"	"F"
"6212"	"B"
"6213"	"E"
"6214"	"F"
"6215"	"F"
"6216"	"F"
"6217"	"E"
"6218"	"C"
"6219"	"A"
"6220"	"B"
"6221"	"F"
"6222"	"D"
"6223"	"E"
"6224"	"D"
"6225"	"D"
"6226"	"F"
"6227"	"F"
"6228"	"A"
"6229"	"D"
"6230"	"A"
"6231"	"C"
"6232"	"F"
"6233"	"F"
"6234"	"B"
"6235"	"D"
"6236"	"E"
"6237"	"C"
"6238"	"C"
"6239"	"B"
"6240"	"E"
"6241"	"B"
"6242"	"B"
"6243"	"A"
"6244"	"F"
"6245"	"A"
"6246"	"A"
"6247"	"B"
"6248"	"A"
"6249"	"A"
"6250"	"B"
"6251"	"F"
"6252"	"B"
"6253"	"D"
"6254"	"B"
"6255"	"B"
"6256"	"F"
"6257"	"D"
"6258"	"A"
"6259"	"E"
"6260"	"F"
"6261"	"B"
"6262"	"E"
"6263"	"C"
"6264"	"B"
"6265"	"B"
"6266"	"C"
"6267"	"B"
"6268"	"B"
"6269"	"F"
"6270"	"E"
"6271"	"A"
"6272"	"B"
"6273"	"C"
"6274"	"F"
"6275"	"A"
"6276"	"F"
"6277"	"F"
"6278"	"A"
"6279"	"B"
"6280"	"A"
"6281"	"B"
"6282"	"C"
"6283"	"D"
"6284"	"B"
"6285"	"A"
"6286"	"A"
"6287"	"D"
"6288"	"A"
"6289"	"C"
"6290"	"F"
"6291"	"A"
"6292"	"A"
"6293"	"F"
"6294"	"E"
"6295"	"F"
"6296"	"B"
"6297"	"F"
"6298"	"E"
"6299"	"C"
"6300"	"B"
"6301"	"E"
"6302"	"A"
"6303"	"F"
"6304"	"B"
"6305"	"A"
"6306"	"D"
"6307"	"B"
"6308"	"F"
"6309"	"A"
"6310"	"B"
"6311"	"F"
"6312"	"B"
"6313"	"D"
"6314"	"B"
"6315"	"B"
"6316"	"B"
"6317"	"B"
"6318"	"B"
"6319"	"D"
"6320"	"B"
"6321"	"E"
"6322"	"B"
"6323"	"A"
"6324"	"F"
"6325"	"D"
"6326"	"F"
"6327"	"B"
